PRODBR2;CAPITAL K;VALORCOM MP;PERTOTAL L;EELEC E
24853302;9492647;21734918;53;302036
9406687;4362258;4347233;75;787504
2353330;1458104;566564;30;26503
15141181;14944965;6133452;104;2079763
1551295;2508713;220669;26;86820
311273;408479;100437;15;17172
882300;1226944;403730;12;41500
3406149;1851877;2172153;29;101307
922332;5288945;454721;15;213
647839;378039;141607;9;3959
13657438;2499199;6725336;118;195072
1686886;446202;412742;17;19670
540484;601307;189914;11;17995
359514;2068418;171971;12;26715
2708040;662278;1883063;31;39022
1712505;1812109;998129;21;27051
1712505;1812109;998129;21;27051
910552;237690;290611;15;16127
5848627;3005138;1832970;62;234545
5502888;1160427;1369109;78;124936
3635776;253594;1187387;43;104776
1507502;11462912;199507;40;114147
1343379;984435;510337;36;84763
804685;1050223;216233;19;26631
4355739;1635901;2321657;80;64384
605200;448770;207458;22;18136
2921692;592233;985919;60;77890
9094438;2771840;3473218;70;114077
872296;774234;60257;17;22919
2760004;4931102;965915;54;118126
50931;732098;24959;8;23975
198871071;258813668;21787863;308;7101461
15581045;40041894;3608291;110;1508353
179595151;165651637;9636292;143;4147795
150473020;70861730;81506679;318;5400127
826894;676148;244481;12;29536
6072329;315069;5311693;8;34320
34420428;8194323;30859839;10;326697
46679246;19864064;30003420;41;364537
11956420;2094444;7255917;40;280609
6677450;2726288;3188255;50;115687
740917;299665;352244;16;24676
2101248;201352;947266;33;59840
9406687;4362258;4347233;75;787504
690834;217895;280661;7;19136
1382224;622085;600030;18;29748
3427840;3645732;1547547;30;280282
300300;92604;121418;14;8168
503395;125925;234067;13;30515
838716;342826;205363;12;39989
1056253;707500;138595;20;89084
208665;251458;48158;5;22361
6677450;2726288;3188255;50;115687
2722435;394988;1081523;37;75821
11419072;2482952;8303693;29;952367
17527344;1004304;13579190;19;1273644
1220649;552457;1019594;7;36437
11956420;2094444;7255917;40;280609
270605;324571;207202;15;21207
35174972;15666577;22314910;89;2236775
57050082;21652914;35650944;105;3139524
5348162;105816;4461286;9;259915
18448456;1305412;14675096;23;141932
7720840;421390;6744732;10;227399
12479518;609201;11733416;10;161040
57050082;21652914;35650944;105;3139524
57050082;21652914;35650944;105;3139524
113584456;39428130;86278561;105;4439126
70975978;35226715;42490653;73;2944408
452918018;39826715;270404913;537;13528136
55846634;18423759;33678184;221;4204165
30796596;10535690;15485086;150;1238235
591071;697306;428620;6;114289
3141704;1639159;1962166;30;38840
305446;3155713;0;6;25023
127282368;31718776;99027934;82;2129852
6784863;7036054;3304036;46;385604
3981137;7649846;2619002;36;50596
496632;1437094;170469;12;19530
822179;9086104;294230;16;355298
217967;217916;122514;5;4235
1000477;495558;448583;21;109592
6914830;2623186;6591828;56;665355
215217;437092;52576;7;8880
2042211;1409579;1277563;21;361407
1840089;631255;1186009;18;51415
6784863;7036054;3304036;46;385604
2601711;735513;1737415;31;102863
2601711;735513;1737415;31;102863
6251772;9235488;1883856;57;471014
4619558;8353144;28610;27;442857
54827669;32303834;6890940;233;8930962
4129529;11078450;194475;91;1508793
1781985;83972;228826;42;511000
54827669;32303834;6890940;233;8930962
54827669;32303834;6890940;233;8930962
973560;32892;351524;21;21000
3981137;7649846;2619002;36;50596
18343760;8550512;7861725;159;932110
1256864;183540;450119;17;51666
1144000;26954;622965;11;10681
834560;150758;202732;24;68116
343382;68553;143046;11;37447
3126458;1274392;1679382;27;71933
872835;502212;502080;16;115194
872835;502212;502080;16;115194
581943;45550;303300;12;15572
1000477;495558;448583;21;109592
59444523;18444245;49853147;57;2348571
3721703;258992;3251712;10;196573
59444523;18444245;49853147;57;2348571
14902942;14163220;10896194;122;1345789
14902942;14163220;10896194;122;1345789
822179;9086104;294230;16;355298
1485522;17963596;688289;50;213600
510768;288524;300683;10;28639
1320672715;786067469;291630324;445;40545864
66361760;37134723;50430018;74;3645075
198871071;258813668;21787863;308;7101461
179595151;165651637;9636292;143;4147795
102999769;155510494;5393819;164;11444824
114378903;86350858;7071963;74;7438224
562136247;558458449;86968510;559;24822379
147482771;8283671;124744179;34;918580
49045312;6487952;45687921;50;397715
131473442;8682290;126568704;44;683779
81410895;5036732;61962241;25;536966
120351933;6156413;102952160;28;772532
127848498;6082074;100481854;24;792942
74577395;3363455;62276938;39;334569
61288482;77888842;12144831;33;17158052
66610903;93309711;0;27;35768577
75001;2372554;0;26;119421
10990505;12783599;1886893;47;2843178
270589;3144832;0;21;48084
21518440;135009483;0;223;1755061
318134;3327872;189075;31;162087
184041435;8103910;169172746;34;772114
35078276;7481078;26825736;93;464435
74577395;3363455;62276938;39;334569
9506915;11050479;1374788;49;594316
86251216;6787889;78231690;35;816277
147482771;8283671;124744179;34;918580
5928319189;2838086136;5155749980;627;246166480
89446742;20659109;86104392;53;3840766
5642996;4780784;4686794;9;331509
12201611;9356776;603660;80;4666404
13621747;1280351;26833;13;2158492
25176299;6202459;13431832;72;207676
1220621;33032376;0;13;243461
1487457;1505287;0;16;343186
5468273;29048605;0;39;680103
420803;256127;0;21;102914
1422242;23000967;0;17;336374
4783499;1022272;0;27;687569
252409;234832;0;8;74373
618447;1546444;0;20;136709
3562631;12037826;0;73;1603538
3972687;92896;3775206;2;8607
184112365;322792772;55239555;262;9220585
584408727;569111585;191851986;418;21619436
198871071;258813668;21787863;308;7101461
344383594;542182700;244574227;957;13395824
84019376;26466195;13973874;27;1488646
562136247;558458449;86968510;559;24822379
2776699;1070130;1431230;30;42984
78957775;16554566;16369645;140;3038593
428913007;837754581;75873614;289;406652653
148139304;48787884;421786955;230;4729096
262766918;60258286;85438841;271;10864201
121580401;52201366;36879147;213;6673277
19592969;7632750;8759157;26;270250
44727180;123265691;24041156;422;2724000
20558263;51108561;12697794;175;3000826
254669294;159074375;192579639;252;4676167
17600607;16654738;7107729;122;354416
17604011;11157064;10936892;48;1422680
10259455;9439888;4983153;86;532319
124741553;48003807;46492583;529;10633961
20490000;40981980;0;340;14550479
127848498;6082074;100481854;24;792942
86984236;5256431;69666101;25;841176
147482771;8283671;124744179;34;918580
1983635;1499253;183618;16;181752
1332887;1781447;354379;17;170130
25176299;6202459;13431832;72;207676
382561;118455;159210;7;6292
17011093;370901;4703691;44;45698
290305481;153639684;95580756;947;6369579
10735562;28454014;2598254;138;4225
7781836;5590608;2911008;74;267341
6292789;2411576;2750718;58;172119
32360887;13332539;16029797;246;706788
1858710;3799941;370559;49;536686
809468;1035393;316793;11;16691
520783121;749244542;219808925;757;224293745
65034295;105555669;6159960;181;16111073
22684412;42683825;2493752;242;4634979
67287427;115803095;4859028;335;19561051
25624623;17862663;10646746;265;1440879
33535146;2538221;9555376;15;1088992
198486639;297501383;23151902;169;60897058
89163659;23350133;41375917;59;1412425
254669294;159074375;192579639;252;4676167
6593040;26105185;2825102;106;706651
407081345;61495418;269426744;138;3245544
2950764;13552405;1445711;56;1247000
24523009;22468998;9132751;68;6177148
74924;78843;38836;10;6800
344383594;542182700;244574227;957;13395824
71632652;169152607;16133565;666;2809225
8561519;734843;7983351;12;246420
108554456;33029257;53099692;169;4575353
89446742;20659109;86104392;53;3840766
42229106;4989366;23897558;33;792316
275049480;23519827;283416412;80;5088346
239613101;12092055;264616281;156;5653017
345940554;108575382;356661772;308;9525295
86251216;6787889;78231690;35;816277
127848498;6082074;100481854;24;792942
125379728;108151737;36574699;198;20853326
842520;54634;301622;12;49357
438461;43689;168025;11;36000
47435742;1579236;32325892;58;823838
784616552;267503769;311328784;653;33627377
1998638;13263697;1365070;17;25878
2540153;3002081;3610834;11;148328
15237288;21838521;426480;74;1455443
9237119;2101612;6045344;31;40839
853082;382521;574177;13;41075
78524;394245;0;4;279
18061265;976354;14391783;28;635851
587980;48430097;0;16;167150
12863983;34766667;10170135;88;359879
102238501;38542833;79414189;111;4831055
25740624;26413556;29654315;77;2332130
104132445;66883714;59696008;151;3982970
1067638;108443;558157;16;4158
328700;76605;59608;2;13248
1316250;497539;223256;13;20160
349809;850953;168863;6;11333
14911290;31459172;4458930;121;1066129
14911290;31459172;4458930;121;1066129
9981609;2186781;5190440;60;498708
102238501;38542833;79414189;111;4831055
153070756;53789441;129487589;138;8387357
102780031;18996760;65592894;93;3599314
102238501;38542833;79414189;111;4831055
206800737;40632498;152114637;236;7597745
40894443;22868563;26981566;79;2710102
117901837;34188786;85312712;148;4543761
117901837;34188786;85312712;148;4543761
21995250;3197339;15011194;74;399384
1202563;266908;774303;24;256854
17139443;10448179;8379996;170;1251
156488830;32720149;99761852;374;5430693
1158144;546060;659507;46;28446
35640924;39817986;15872739;309;9461345
7900748;1391442;2619927;148;1195000
5845624;4329445;1131515;61;176827
51786121;22428669;36972775;343;1126304
2974023;3450280;827008;51;104021
14032719;13260121;11337131;112;425750
27887096;11835229;11975525;148;1035599
1323188;515207;549206;20;29728
17758464;8432231;11327196;115;274540
3055455;9342734;1006903;56;97921
27064608;13078463;8364711;172;1501591
42613368;-1829734;10103340;66;579756
302097215;134895377;58820817;845;48084326
1497867;11204029;0;39;1190256
1332887;1781447;354379;17;170130
68134507;23143132;35946958;418;520140
164914332;110358039;91234435;490;12130807
22835534;9802857;14770467;92;3478426
41348416;18114350;24983013;123;1107479
19505891;0;8211373;93;1486598
90135271;146294551;35746005;522;1121469
34122649;16262755;21933828;139;954600
10786286;12868377;2202767;115;344271
2269820;10517718;0;66;89651
24065400;5833974;12206484;204;901518
35419986;21535392;23204861;60;1030022
74376020;30180398;51609733;300;5625412
10339708;1624671;6841157;116;156053
3317249;1519531;1645785;157;199683
596242;669684;111796;14;23141
51198104;85342288;36124607;78;692166
100485138;-27425185;81702235;76;2604254
111358668;105201125;23077609;492;14820092
111358668;105201125;23077609;492;14820092
302097215;134895377;58820817;845;48084326
302097215;134895377;58820817;845;48084326
188095735;146831295;80864000;645;25628704
40158330;30260928;34777442;69;3434173
9598551;2664597;6022415;31;493102
32633937;3942462;16180225;25;2352772
172572277;47611375;115058527;169;9355335
73975531;15856819;49469970;43;3841310
465821;48467;309026;12;24711
5322299;3680387;1917099;58;592497
153070756;53789441;129487589;138;8387357
100423919;73633723;67961025;221;4121851
3317249;1519531;1645785;157;199683
24823840;7438947;13892126;168;623078
616181849;323252774;229698467;1412;42007072
47813882;13527363;44312571;315;1450628
206771745;25650466;56608770;181;848114
1333908;168622;1123250;8;54552
10917468;10148815;8908640;19;822200
31874361;18456998;14679708;107;621729
637836215;144225852;259479006;1044;15760910
6678883;8119912;805473;63;148080
25451651;11920808;10657305;197;562850
99058161;43774433;6538655;141;3572601
11215192;8019585;7130292;68;1519023
81396465;22688822;49387156;233;2882069
47193409;16475755;35680598;104;1727293
5605198;2088811;1224319;40;420639
74376020;30180398;51609733;300;5625412
5664869;9624744;386549;108;1052514
13686503;9459046;8667604;63;2804040
20558263;51108561;12697794;175;3000826
12837058;45897760;0;90;12002719
12172158;14555938;8369410;94;312077
1437266;3308842;914430;23;31576
1102314;621140;114505;24;158055
11476009;9887491;4033735;67;848436
6927184;3378685;4438960;60;97568
2036336;3685906;1168527;32;163380
66472416;84030976;23597580;157;5943548
5099810;1373745;1865603;46;294558
1751764;473137;1048155;11;74633
17274760;8036888;8752154;135;1137263
1777435;740037;1084913;12;46046
966272;1298287;585247;4;5950
47955044;43222373;25350544;138;1604450
1793813;1567096;0;39;378633
179595151;165651637;9636292;143;4147795
22520599;55218969;11176567;401;454039
69978;-255462;458;3;819
1309382;227796;1077143;10;20442
915842;141170;112462;7;17800
1982250;2738;1273217;19;15510
346781;99688;131056;8;7356
2601615;5259903;441246;78;168400
6040768;2386477;1040147;85;164138
6329651;4388477;1659232;93;482634
8994552;2277611;4978411;68;310288
8054020;2471140;122086;109;367546
6329651;4388477;1659232;93;482634
203410;312233;98651;15;23793
406082;126130;272713;9;66240
3688263;2140936;1143484;33;85377
3764366;1737832;1159164;58;272883
65704347;2797409;9135530;250;293200
41177713;13968506;10258476;399;415107
1863938;1717579;733530;39;25672
1420763;114201;175407;30;308472
665389;975417;168560;14;16740
94131643;4407993869;40438231;192;1326393
12947703;5457233;6296016;152;142413
9200774;5822382;4382340;107;494138
279858;11073394;0;102;49501
1813593;3197968;1339625;25;35816
671472;606589;257985;7;6100
4810000;1589557;218272;60;78581
594374;1259503;82067;7;5532
432460;486598;85517;14;12849
156354706;156169509;61909829;994;28341431
7231047;2398211;1107882;123;193824
1983495;2909955;630164;33;60018
6534529;48541124;3356508;306;75167
7649346;1795765;2834209;59;1254500
2011701;2083581;1454146;22;56478
47813882;13527363;44312571;315;1450628
3351951;2218492;1253205;32;182265
1142000;696326;514953;27;40980
19413629;851777;7628420;104;423281
509370;263393;359358;5;6100
1121247;65349;239152;29;5285
777893;103391;427194;9;46153
22253297;15390040;9548714;220;1296287
235337;168639;57191;12;25094
12354730;5422672;6262255;118;457057
51786121;22428669;36972775;343;1126304
12686050;7504596;4303290;96;383457
2663647;2385423;1363751;19;79488
94386655;39840443;64248815;236;1290199
1542725;3009803;620621;33;139116
11687402;16649008;6509853;168;628626
992838;606740;664926;30;40811
1788876;1189527;526766;30;40587
2350000;2879146;494660;19;215362
2260755;889915;641688;27;69832
58454452;24287691;20384622;254;2671122
13655250;4122778;6197051;88;1295827
3270026;1852333;903325;67;204888
3477931;-2887981;915865;41;87822
3097399;3067033;1249465;23;740000
51786121;22428669;36972775;343;1126304
2072617;2092097;925772;40;52697
449061035;140817388;299980999;403;4878777
13216295;2758852;6355302;96;353769
94386655;39840443;64248815;236;1290199
671264;642216;155246;14;39833
17600607;16654738;7107729;122;354416
8620736;6347666;3584679;88;564200
37563046;22277595;20689751;218;3319523
449061035;140817388;299980999;403;4878777
3658757;146200;424297;50;187541
1056874;4247736;171507;20;52286
730772;1274823;90292;24;27895
5935552;1874298;1700237;92;362362
